prediction;test_price
67.21;85.0
67.39;84.13
67.42;84.19
66.87;85.72
66.35;86.73
67.28;86.99
68.08;87.55
68.43;87.73
68.64;88.45
68.89;88.11
69.12;88.23
69.12;88.73
68.98;88.77
68.93;87.95
68.65;86.71
68.0;87.93
67.4;87.68
67.97;87.12
68.17;86.42
68.27;87.58
67.71;88.75
67.58;89.02
67.73;90.28
68.06;90.75
68.55;90.49
68.8;91.07
68.65;91.52
69.07;90.76
69.47;90.27
69.38;89.85
69.35;88.53
69.08;88.06
68.32;88.96
68.19;89.88
68.62;90.33
68.94;90.53
69.38;91.23
69.53;90.31
69.81;90.42
69.41;91.22
69.35;90.8
69.81;90.25
69.99;91.19
70.18;90.78
70.73;91.02
70.84;90.06
71.01;88.81
70.5;89.34
69.75;87.17
69.6;88.1
68.64;90.18
68.39;97.06
69.15;98.37
72.09;97.77
73.64;97.49
73.57;97.68
73.16;97.63
73.09;99.27
73.29;99.83
73.86;99.78
74.25;99.54
74.13;99.56
73.67;100.2
73.25;100.62
73.51;100.31
73.83;101.17
74.0;100.21
74.29;99.75
73.89;101.48
73.52;101.92
74.44;101.17
74.93;100.66
75.07;99.5
74.9;100.88
74.36;98.8
74.79;98.61
74.32;102.71
73.99;102.01
75.2;102.9
75.17;102.51
75.38;103.47
74.83;102.9
75.02;103.92
74.85;103.71
74.91;102.65
74.79;100.63
74.73;100.86
73.88;101.09
73.63;101.7
73.84;100.52
74.13;101.05
74.12;101.59
74.38;101.23
74.23;101.04
74.03;101.93
73.61;102.32
73.9;102.5
74.23;102.08
74.55;102.22
74.29;102.53
74.52;103.6
74.8;102.25
75.2;103.71
74.96;103.2
75.16;103.45
74.97;104.46
74.6;104.97
74.85;105.57
75.12;105.34
75.1;105.24
74.95;104.19
75.05;105.92
74.48;106.41
74.9;106.2
75.55;105.15
76.07;104.71
75.48;105.53
75.01;104.08
75.44;104.69
74.65;104.64
74.34;105.35
74.17;105.71
74.26;105.74
74.6;105.96
74.69;105.61
74.77;105.79
74.52;105.67
74.47;104.88
74.64;105.77
74.31;105.93
74.27;105.77
74.42;106.34
74.68;106.14
74.76;106.54
74.58;105.71
74.69;105.71
74.51;104.74
74.36;104.0
73.93;105.42
73.83;106.01
74.41;105.37
74.83;105.59
74.68;106.44
74.52;106.85
74.81;108.51
75.08;107.93
75.95;108.8
76.34;109.65
76.55;109.03
77.3;109.68
77.33;110.2
77.4;108.34
77.6;109.39
76.92;110.98
77.27;110.82
77.42;111.53
77.43;112.88
77.81;111.04
78.31;111.43
77.77;112.24
77.6;113.79
77.74;113.6
78.16;114.03
78.23;114.78
78.16;114.57
78.51;115.27
78.59;115.01
79.11;115.03
79.58;114.52
79.59;114.62
79.13;113.99
79.23;114.19
78.88;115.52
78.73;115.7
79.12;115.67
79.28;116.75
79.39;117.3
79.52;106.54
79.87;104.64
76.76;105.41
74.77;107.0
74.47;104.11
75.04;103.13
74.66;103.64
74.28;103.3
74.5;105.12
74.85;103.08
75.52;102.61
75.39;96.41
75.26;95.28
73.37;91.92
72.04;92.43
70.85;95.65
70.98;98.49
72.69;98.78
74.25;98.21
74.53;95.92
74.41;98.22
72.56;98.31
72.97;97.33
73.29;100.26
73.0;98.23
73.95;98.9
73.22;100.71
73.27;100.08
73.98;99.7
73.82;100.21
73.26;100.44
73.6;99.13
73.41;99.68
73.28;98.79
73.4;97.91
73.29;96.99
72.63;96.68
72.38;94.94
72.52;95.83
71.72;98.51
71.85;98.97
73.17;99.29
74.43;100.1
75.04;100.03
76.05;99.66
76.02;100.84
75.56;101.75
75.77;102.51
75.77;102.75
76.07;101.92
75.68;104.0
74.74;104.34
75.11;105.52
75.56;105.88
76.5;106.12
77.19;109.17
76.93;109.01
77.77;109.43
77.43;109.67
77.18;110.22
77.0;110.89
77.65;109.64
78.16;110.89
77.84;111.37
78.51;109.17
78.97;108.92
78.38;111.5
78.07;112.22
78.77;113.19
79.1;112.32
79.26;112.02
79.37;110.7
79.1;111.74
79.03;111.94
79.34;113.88
79.41;114.43
79.57;115.74
79.43;115.11
79.79;113.7
80.11;114.39
79.53;110.98
79.34;109.38
77.96;111.23
76.9;109.89
76.81;107.85
76.47;110.12
75.58;109.73
75.3;108.42
75.29;107.45
75.01;107.45
74.55;104.81
74.47;106.08
73.45;108.81
73.49;110.39
74.09;108.66
74.92;104.5
74.27;103.4
73.1;103.55
72.17;102.41
71.5;102.7
71.01;104.04
70.79;103.88
71.74;103.16
71.58;101.94
71.51;99.9
71.05;97.88
70.64;97.36
70.09;96.53
70.05;96.28
69.42;96.93
69.37;98.43
70.15;95.54
71.39;96.15
70.83;91.09
71.3;91.16
69.9;89.77
69.38;91.21
68.23;94.0
68.24;92.44
69.81;93.39
69.83;91.5
70.47;90.74
69.92;92.96
69.51;92.31
70.32;90.34
70.49;92.3
69.79;92.58
70.13;91.09
70.4;89.37
69.99;89.56
69.07;86.19
69.34;87.61
67.96;88.43
68.84;90.13
69.0;92.65
69.74;92.33
70.71;92.17
70.72;93.49
70.92;92.53
71.42;92.58
71.45;92.79
71.17;92.46
71.4;92.67
71.58;94.73
71.9;94.1
72.29;95.87
71.56;95.54
72.08;96.42
71.75;94.9
72.29;94.74
71.76;94.14
71.39;95.01
70.99;95.86
71.15;95.3
71.39;95.5
71.73;96.62
72.9;96.24
73.88;95.52
73.85;94.66
73.15;93.94
72.18;94.31
71.12;95.16
70.84;95.23
71.1;95.95
71.25;96.34
71.15;96.11
71.73;95.73
71.4;94.1
71.24;94.57
70.24;93.29
69.1;93.54
68.23;93.39
67.71;94.44
67.72;96.51
68.65;95.68
70.1;95.64
70.17;98.45
69.85;99.57
70.96;100.18
70.72;99.83
70.79;100.67
70.6;101.45
70.62;101.76
71.38;102.13
71.94;100.92
71.86;100.17
71.29;101.24
70.73;100.68
71.31;100.57
71.61;101.79
71.59;102.39
71.81;102.19
71.97;103.41
71.59;99.23
71.41;98.67
70.2;97.52
70.16;97.36
69.95;96.95
70.02;96.04
70.04;95.47
69.91;96.8
69.67;96.22
70.24;96.54
70.38;96.88
70.6;96.83
70.65;97.29
71.15;96.25
71.75;95.58
71.29;95.77
70.77;95.8
70.95;95.83
71.2;95.41
70.93;95.11
72.01;94.92
72.77;94.43
73.36;94.65
72.15;95.46
72.16;95.33
72.3;95.44
72.45;96.04
72.89;96.59
73.82;95.87
74.01;95.84
74.57;96.06
74.73;92.86
75.09;91.56
74.59;93.18
73.87;94.08
73.44;94.9
73.92;95.1
74.47;94.74
74.15;95.51
74.59;96.16
74.78;97.35
74.53;97.7
75.42;97.91
75.74;97.6
75.76;97.69
75.34;97.52
74.54;97.86
74.16;97.2
73.99;95.98
73.49;95.77
72.53;95.48
72.19;95.17
71.25;94.48
70.87;94.13
70.41;93.72
69.7;93.76
69.38;93.36
69.48;92.84
69.08;93.9
68.6;92.99
68.8;93.64
68.91;93.56
69.54;94.46
69.33;95.63
69.66;95.54
70.32;94.63
70.12;94.88
69.77;94.67
69.38;94.66
68.73;94.44
68.59;94.19
68.27;93.68
67.53;93.78
67.45;93.63
67.59;93.37
67.74;93.04
67.42;92.7
67.11;92.69
66.96;92.3
67.25;92.11
67.37;92.26
66.74;91.66
66.69;91.57
66.2;91.94
65.9;90.31
66.27;91.5
65.9;90.58
66.44;90.15
66.25;90.39
66.22;90.45
66.14;90.51
66.68;90.83
66.75;90.28
67.05;91.28
66.66;91.14
66.63;89.86
67.01;89.63
67.12;90.09
67.1;89.7
67.21;90.74
66.92;90.38
67.51;90.48
66.95;90.34
66.75;90.71
67.29;90.38
67.3;90.38
67.5;89.76
67.66;89.32
67.8;89.04
67.86;89.22
67.77;88.76
68.25;89.09
68.31;89.83
68.54;89.93
68.93;90.91
69.46;91.24
70.34;90.63
70.38;91.36
70.03;91.87
70.15;91.71
71.17;90.57
71.41;90.28
71.61;89.81
71.63;91.24
71.04;90.34
71.59;92.27
71.37;92.22
71.6;92.48
71.94;92.79
71.93;95.45
71.96;95.68
73.38;95.47
73.97;96.86
74.34;97.1
74.99;96.0
74.89;95.4
73.89;95.48
73.53;96.02
73.67;96.56
73.9;96.71
74.1;97.39
74.15;96.86
73.99;96.68
73.78;96.25
73.6;97.68
73.0;98.36
73.01;99.66
73.44;101.8
74.0;103.26
74.98;102.47
76.21;102.26
76.4;102.46
76.11;102.79
76.06;102.32
75.64;103.69
75.05;103.85
75.47;103.94
75.56;103.81
75.37;103.54
74.97;103.56
74.39;102.7
74.13;102.96
73.68;102.62
